Data Source,Indicator,Indicator Measure,Gender,Geography,Denominator,Numerator,Prevalence,Lower 95% CI (Prevalence),Upper 95% CI (Prevalence),Confidence interval type,Release Flag (Prevalence),Comparison with Canada
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Manitoba,980,35,4.1,2.7,6.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Ontario,1969,47,2.5,1.7,3.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Quebec,1696,25,1.3,0.8,2.0,Clopper-Pearson,C,significantly lower
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,New Brunswick,874,20,2.9,1.5,5.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Nova Scotia,960,34,3.9,2.2,6.3,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Prince Edward Island,822,16,2.1,1.0,3.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Newfoundland And Labrador,842,17,2.2,1.3,3.6,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Yukon (Whitehorse),416,8,1.7,0.6,3.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Northwest Territories (Yellowknife),365,11,2.5,1.0,5.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Nunavut (Iqaluit),233,6,3.3,0.9,8.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Canada,7033,197,2.7,2.2,3.3,Clopper-Pearson,C,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,British Columbia,639,17,2.2,1.2,3.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Alberta,597,28,3.8,2.4,5.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Saskatchewan,531,11,1.6,0.7,3.1,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Manitoba,553,17,4.1,2.1,7.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Ontario,1099,30,2.9,1.9,4.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Quebec,960,16,1.6,0.9,2.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,New Brunswick,512,11,2.6,1.0,5.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Nova Scotia,591,27,4.4,2.8,6.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Prince Edward Island,503,11,1.8,0.9,3.4,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Newfoundland And Labrador,474,12,2.9,1.5,5.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Yukon (Whitehorse),251,6,2.1,0.7,4.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Northwest Territories (Yellowknife),196,7,3.5,0.9,8.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,females,Nunavut (Iqaluit),127,< 5,,,,Clopper-Pearson,B,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Canada,5233,114,2.1,1.5,2.8,Clopper-Pearson,C,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,British Columbia,505,12,2.6,1.2,4.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Alberta,491,19,3.4,1.9,5.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Saskatchewan,364,9,3.0,1.1,6.4,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Manitoba,423,16,3.2,1.7,5.4,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Ontario,866,16,1.8,0.8,3.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Quebec,732,9,1.0,0.4,2.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,New Brunswick,362,9,3.2,1.2,6.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Nova Scotia,368,7,3.4,0.8,8.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Prince Edward Island,318,5,2.3,0.6,6.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Newfoundland And Labrador,367,< 5,,,,Clopper-Pearson,B,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Yukon (Whitehorse),162,< 5,,,,Clopper-Pearson,B,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Northwest Territories (Yellowknife),169,< 5,,,,Clopper-Pearson,B,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,males,Nunavut (Iqaluit),106,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Canada,6566,263,4.2,3.4,5.0,Clopper-Pearson,C,
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,British Columbia,575,29,5.8,3.6,8.8,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Alberta,550,27,4.8,2.8,7.6,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Saskatchewan,469,24,5.6,3.5,8.6,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Manitoba,501,25,5.5,3.3,8.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Ontario,1001,34,4.2,2.8,6.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Quebec,915,23,2.5,1.4,4.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,New Brunswick,465,11,2.9,1.2,5.7,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Nova Scotia,491,17,3.7,2.1,6.2,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Prince Edward Island,364,17,4.8,2.4,8.6,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Newfoundland And Labrador,386,11,3.6,1.5,7.3,Clopper-Pearson,C,not significantly different
2021 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Yukon (Whitehorse),355,19,5.8,3.3,9.5,Clopper-Pearson,C,not significantly different
